Total Household Income,Total Food Expenditure
443065,139959
164328,81889
125834,78392
257444,39666
117568,64367
183664,118190
256316,104715
323451,110849
150509,51335
624760,154234
612183,170270
109447,57549
223725,77957
287900,66051
235142,131654
1107535,240896
1198920,231756
243510,103799
320475,241329
411360,192463
1145410,276674
1743278,395566
240000,113703
327592,240909
123460,88915
135355,40870
356285,329490
609877,141915
321298,183347
344300,188131
1005758,186596
100885,89919
603440,395695
326090,142485
192450,113753
92470,60573
247550,148590
109897,50656
444197,143636
325784,177819
88148,52953
709549,220144
139486,58050
935873,250602
347948,169367
193982,133150
130336,71239
195351,79689
255684,114731
458059,185561
543606,123393
635443,237872
161587,126916
384740,123975
677189,280237
358954,71615
222136,99362
84390,55630
121804,77762
379588,271995
134618,89400
212979,143116
388098,139428
270940,92574
168922,119332
516593,240575
124314,36732
550343,215884
451596,135428
1322828,258014
153772,29409
127580,98722
219946,178976
270975,103846
275194,119414
289732,139456
457207,153566
574254,275627
2797276,179751
195613,141828
479067,160618
85830,67407
423985,101279
460068,70505
791936,133533
851069,176870
324046,127130
335330,155287
217080,132171
198530,170394
448579,221611
907664,112215
134068,89794
297856,84474
491420,175750
862168,191280
555464,280617
356562,160919
265802,117417
480715,171649
280148,179771
834565,245479
197948,144470
196646,134619
340988,115370
268869,130037
286991,201671
1209803,263478
404056,203959
440681,181163
176480,80113
1230785,250166
165326,91016
284183,83425
581438,164170
253679,170286
59720,22356
88150,60672
93168,45455
561400,181595
168548,64344
291660,112639
179238,57438
277441,102205
227194,159911
268772,136127
231458,93694
183748,108060
721230,222553
197586,78618
154811,97541
360050,87413
690659,282856
392438,118724
369713,166467
116395,77415
231370,75963
203972,136012
108320,50850
285760,110305
226848,84758
201274,93633
225904,123387
518000,186904
113356,64293
294428,147552
238100,162090
207868,61350
232376,76947
248524,127282
92288,41615
368162,173005
249819,114578
434032,192152
364298,155000
528471,134117
200436,73701
154888,60692
158262,80211
1418900,248641
407890,101665
338797,73157
345920,114994
245688,144779
440560,133773
184078,133216
550988,157423
252436,130365
244735,177074
156757,77875
65293,38342
173544,107344
151796,97788
170980,71843
172318,82870
552729,175646
275221,134178
159849,62660
79643,64113
240158,143407
372190,49832
154130,55090
134506,58623
237292,101236
404550,155962
115520,107073
191471,169613
411809,303140
198162,119382
466616,162679
168363,143686
365690,96136
165293,94549
530710,184463
5652261,415217
149913,72069
238000,124953
188482,111977
239514,64467
247890,64237
685454,113571
312110,118084
203782,67332
647517,69016
213564,52859
1601823,155339
726581,223130
226246,39467
183944,69860
118410,71019
151380,80889
282373,112023
146190,77491
95530,67688
49236,33016
398132,134982
52537,55210
132998,63294
81420,73498
174080,82946
89660,60126
69721,58427
216180,79171
408384,87676
349453,109367
83210,50856
141282,55847
178429,72384
405780,147484
105927,73389
356706,139740
250940,80037
321655,154973
126013,71120
501660,153966
233165,76147
221940,92285
302026,107143
565900,158098
406055,171817
125002,52257
287350,148814
132010,78144
138534,73452
214270,100829
380070,135538
151145,55504
432028,185925
191164,104941
337660,47699
160045,44850
257145,87877
153990,92679
255160,105128
128750,70425
264962,97879
214290,100288
79352,22267
274875,118507
323680,89766
232279,100313
284052,88305
277688,120316
350190,152900
494465,209204
400600,119683
719760,202206
520580,172204
172240,60367
267050,107573
329655,135840
546281,180136
316700,151377
537464,129939
264300,111758
218140,112783
122336,66365
436650,182148
105700,56767
94534,44723
73270,57302
310188,85987
101000,63193
169660,96232
397002,149034
67558,32543
32600,14374
71299,43174
209469,147896
701520,170988
1975400,365391
569285,145855
750598,216245
1586060,286651
625700,223560
310210,88287
670190,136199
998280,240305
289790,129330
427100,188034
753295,218223
677990,143628
196484,61987
230720,89916
137788,81934
124595,66235
233040,105760
294600,109252
203760,87565
319030,61025
180711,96183
152935,88404
208458,103163
536166,236762
534256,185654
249205,72129
228770,64053
256945,75960
148440,86207
20662,8606
416063,73068
150387,53875
796289,82761
373435,144514
198064,70027
336753,131599
344332,120972
184778,71916
384920,145279
20517,11323
391746,181788
398648,183590
436964,156709
1477098,185749
328497,105527
1026988,219220
192118,75478
445750,117936
286838,139312
191534,71915
213996,67151
203873,104027
384590,94216
457400,147398
147670,66045
329695,74505
193510,78043
522146,190497
182897,88385
480933,129992
152964,86298
503542,168925
249719,103592
113370,51932
413895,171332
238485,86527
530172,125311
75158,32899
238450,97405
388138,137837
354168,120735
305396,98063
531744,113319
373615,131770
542215,149307
311280,147885
816500,160418
327300,103878
311220,141291
276728,78857
409655,106422
645525,178260
703600,202947
963700,171404
355820,180438
568150,197835
268770,99315
1114560,238235
151285,62182
257900,108126
265190,127676
208321,108064
191000,84222
180050,99487
142558,75810
343292,137456
845840,188750
354380,91052
150926,30302
142862,68579
187850,80246
247782,89449
397503,120989
98368,59963
132822,73465
69451,26697
223658,57275
486660,93067
389885,102838
235588,73368
52105,24698
140200,62840
144116,74308
76800,40087
87956,43501
69006,41405
64140,38497
142651,75929
217652,142842
386532,127643
589384,166518
299060,131246
122358,65066
112560,36394
451584,122259
436590,207355
61922,22724
126672,34759
118620,43142
209479,76297
710545,105726
192742,121931
316860,133069
351575,83899
908445,102307
683595,160910
790420,160477
328732,69570
202104,59286
198770,77068
451749,80528
209206,86189
547170,165300
731952,80734
1597735,339763
155392,114745
221488,114627
923032,209938
807512,198182
199110,124414
151345,53936
732740,232273
2226450,259035
300625,88403
478490,119916
129387,64575
256755,109231
988656,261533
183220,47112
284151,101773
324730,179646
185385,102136
388394,128831
217038,76035
468660,135115
199478,90598
199481,105792
86010,38418
225317,60486
312358,119500
96080,44423
291586,96225
264914,97974
204924,77036
395410,116802
296970,91833
313300,122622
360006,112215
73836,33795
263860,89247
580205,87185
230098,45192
135456,90516
429560,109568
188440,77982
106590,55681
297333,84551
369066,110510
74275,35606
41134,19640
1111934,189779
257925,72183
139108,58206
166790,56623
119390,42166
174340,59944
283311,89844
171485,92000
97492,64276
240993,122073
62675,29654
123245,66849
86070,49686
152125,61915
235780,102621
188710,100111
290325,102184
268230,140681
151125,51224
163558,83416
1006378,220412
143570,42197
281040,101771
275089,111665
119233,48223
247295,100106
247985,76674
225820,39094
201992,81711
237150,66150
421101,109474
79750,44475
488208,55448
199928,51883
643920,249908
228380,55087
410515,87064
467513,141250
193273,115965
217238,113617
209043,101156
493200,113515
111360,37769
228947,114922
307451,128273
206827,117299
292658,169258
249900,94521
281162,87073
818192,194534
964156,160887
389615,94411
177200,85282
425166,75586
375546,158161
243600,131054
140000,66358
391698,178100
414160,127950
235960,74655
543500,213007
351600,121551
450300,153845
144060,40982
338246,110463
235061,85507
232720,104858
510796,198466
201894,89686
533720,127670
284230,91283
147560,80003
442700,110412
171175,108555
321410,214627
892080,197946
214420,108485
298496,112644
90020,44209
221050,120947
397460,173841
356840,168751
1092784,341915
540060,150002
297200,82570
158800,98516
216000,50184
299000,134023
632606,206884
325456,94327
229880,54333
199989,85489
141800,74260
232535,102936
336000,128195
178310,74260
352504,65589
118952,43152
191338,37629
80172,27817
88860,21343
250390,54514
124908,57317
397322,86580
234160,59034
217515,64195
2504326,105559
1881209,127066
1157846,225465
860520,136102
739480,143161
500100,117718
550271,105651
741463,147109
490650,195523
507565,116644
20453,20012
65529,32829
133733,63889
124578,33688
110064,50360
47577,16087
99084,29383
327215,103455
175178,87771
57244,25779
141320,54162
62428,35230
92009,14515
114768,59516
179115,104360
60924,29100
65046,25545
432120,107696
115246,50394
79395,20054
610048,67658
75424,16783
482606,48640
84858,37541
116338,34716
136230,33727
88160,43268
189531,35629
213661,78168
102068,32880
1432120,143458
458902,77702
170103,85457
192828,71407
180483,63454
198600,72774
1365550,101806
201096,49823
224205,52946
121534,43745
255070,61479
273900,81158
166575,45480
45564,18981
254890,98398
602420,114992
204330,63341
292210,101301
417326,138096
423990,133556
225480,103898
333020,49736
253428,98995
280455,100976
120726,75332
274105,105758
176816,81027
402530,105613
718952,238261
541410,172605
204213,109961
230228,142928
336500,150213
365193,145029
344910,55612
153250,53199
360305,127021
122040,78738
701959,145743
282310,106389
509677,117267
644960,209874
343200,174290
247630,107202
227575,111946
204961,91017
108935,68368
572311,187836
391650,136793
79645,46082
186673,72545
268385,80475
213005,99599
590293,125358
552342,179798
104975,25574
530472,217963
794964,131556
223117,100085
129332,49135
114390,31398
406376,104373
331403,127930
119312,25750
252005,74698
95963,41833
175680,44108
182930,61624
404200,168443
223414,68404
293170,105509
134220,42893
133220,46677
336855,75549
92899,43728
69990,53115
269239,106267
130307,48120
52057,31030
65168,40562
839998,124139
177269,71025
309230,97139
454240,108698
164950,98472
103895,45417
327323,37401
124229,79638
120920,50784
247452,43424
276822,127837
259750,84753
352200,109447
298690,111377
392750,198136
314452,125162
418249,83687
343320,54351
301880,129464
716835,143081
266420,161066
518552,168948
99337,32899
258304,116897
371600,100682
270185,139848
216000,64790
87598,23201
254934,102692
49437,16703
74678,45221
152745,110401
168148,89343
209530,62109
613680,119315
78831,28391
859051,127451
150625,78505
104977,50180
131490,128923
396640,113686
71992,43041
116970,69635
83063,42605
111755,74132
100150,77777
109275,60972
127512,51870
128740,73428
178220,72540
312255,104851
176580,89099
102155,46161
285561,126780
232840,80071
158499,74539
180424,82645
445288,173170
481780,87942
241563,72905
80730,39642
141803,92494
256229,114326
354565,151534
407553,105054
370684,123148
377968,186282
464800,109922
433212,146654
200990,86531
319200,140170
347270,115611
202475,55904
448310,136371
167518,28162
293390,140270
174090,82940
1422800,115119
422700,98684
311348,166540
737196,144688
204490,93401
95308,51718
201220,65850
370300,118796
147392,59593
165312,89091
211758,108645
244220,87906
108322,48142
183850,92864
350698,101647
206470,67433
159990,52895
158310,38626
138285,47411
174632,80977
257031,121415
94450,52551
117290,45287
151598,72097
137080,38464
107042,19409
209098,66990
177342,65674
285300,97899
275160,81233
147940,68007
346700,128092
194190,61951
158192,58978
130400,71457
148500,65468
220790,84636
361111,85905
171352,78924
240688,73278
224800,81957
340911,75352
273790,118562
69830,27448
103210,40338
105440,33321
41120,16719
281020,77390
564722,141775
219658,96440
529675,124396
1112311,236504
181458,73935
189710,137241
99322,35271
548535,139923
450097,150184
357289,108244
912410,142189
408275,123156
279310,86371
324409,133365
796842,143264
589800,144909
334555,182810
305595,101529
424670,93903
660000,126204
230800,113064
232748,61829
392520,115899
260510,61860
865626,162168
593350,209642
808815,231913
211110,51238
283300,131985
257785,69984
426450,97517
225300,54678
261366,89048
373927,92542
73058,19698
212120,58808
225610,118914
273730,40579
294314,90632
98632,37013
316650,68413
282926,107067
130535,54339
78432,15166
147728,109474
273474,58871
123091,59776
100465,57264
210250,47107
158470,84139
735148,162060
84344,39420
